iter	Logloss
175	0.0006347485315
176	0.0006334044733
177	0.0006318806701
178	0.0006305802358
179	0.0006299255033
180	0.0006291534149
181	0.000628490636
182	0.0006277072611
183	0.0006268157457
184	0.0006256997566
185	0.0006251186126
186	0.0006243065659
187	0.0006237403481
188	0.0006233194318
189	0.00062241062
190	0.0006212700208
191	0.0006202075301
192	0.0006192907017
193	0.0006181847947
194	0.0006176388547
195	0.0006165990962
196	0.0006155406004
197	0.0006148442714
198	0.0006140165268
199	0.0006136423076
200	0.0006129797152
201	0.0006122845152
202	0.0006113494845
203	0.0006104155749
204	0.0006100302418
205	0.0006091675511
206	0.0006089885822
207	0.0006077692487
208	0.0006067652059
209	0.0006064270644
210	0.0006057300022
211	0.0006051120617
212	0.0006043546238
213	0.0006036252319
214	0.0006029535896
215	0.0006021905711
216	0.0006018852451
217	0.0006013701528
218	0.0006009498246
219	0.0006004062599
220	0.0005999803471
221	0.0005993391614
222	0.0005989061607
223	0.00059829305
224	0.0005977039451
225	0.0005969715278
226	0.0005963381184
227	0.0005947019098
228	0.0005938196576
229	0.0005930141127
230	0.0005923616228
231	0.0005918749144
232	0.0005915416259
233	0.000591179385
234	0.0005897485847
235	0.0005892297794
236	0.00058859916
237	0.0005881539988
238	0.0005879753696
239	0.0005874167258
240	0.0005867520355
241	0.0005862758344
242	0.0005851374842
243	0.00058463182
244	0.0005843426627
245	0.0005833593309
246	0.0005829014172
247	0.0005821964367
248	0.0005817351107
249	0.0005814681216
250	0.0005810871406
251	0.0005806662033
252	0.0005797066216
253	0.0005793054892
254	0.0005784619249
255	0.0005780378276
256	0.0005775296414
257	0.000576171769
258	0.0005750020566
259	0.0005743882575
260	0.0005739750702
261	0.0005734244419
262	0.000572589505
263	0.0005720751757
264	0.0005715711525
265	0.0005708235665
266	0.0005703104027
267	0.0005695828819
268	0.0005687259042
269	0.0005677344913
270	0.0005667545235
271	0.000566163868
272	0.0005653764912
273	0.0005651632055
274	0.0005644700058
275	0.0005640696417
276	0.0005633540922
277	0.0005624552258
278	0.0005617695627
279	0.0005614314686
280	0.0005607426366
281	0.0005601439308
282	0.0005593646147
283	0.0005588392272
284	0.0005582339747
285	0.0005576533508
286	0.0005574999984
287	0.0005572641537
288	0.0005565784671
289	0.0005556802602
290	0.0005551910994
291	0.0005545853721
292	0.0005540259491
293	0.0005527423012
294	0.0005520984906
295	0.00055161111
296	0.0005508017371
297	0.0005505859029
298	0.0005498544378
299	0.0005492837699
300	0.0005486650942
301	0.0005484596321
302	0.0005480513175
303	0.0005475728028
304	0.0005473204178
305	0.0005468183798
306	0.0005462407914
307	0.0005456861036
308	0.0005446332369
309	0.0005437248459
310	0.0005429614512
311	0.0005427838187
312	0.0005417511384
313	0.0005409246514
314	0.0005406111773
315	0.0005393862809
316	0.0005389231751
317	0.0005382760785
318	0.0005377458029
319	0.0005371851083
320	0.0005364048578
321	0.0005361502235
322	0.0005358313593
323	0.0005356366626
324	0.0005345334458
325	0.0005343214027
326	0.0005339677857
327	0.0005335639875
328	0.0005332566906
329	0.0005322645645
330	0.0005319795907
331	0.0005311391111
332	0.0005307045846
333	0.0005301680462
334	0.0005297169736
335	0.0005293773029
336	0.0005278571815
337	0.0005274817144
338	0.0005267380496
339	0.0005258544169
340	0.0005252069533
341	0.0005243685266
342	0.0005238933731
343	0.0005236461876
344	0.0005228835373
345	0.0005221883915
346	0.0005213930806
347	0.0005208977015
348	0.0005203628265
349	0.0005192515667
350	0.0005185448796
351	0.0005179003651
352	0.0005175496117
353	0.0005164393833
354	0.000515928326
355	0.0005156376515
356	0.0005152909763
357	0.0005147628078
358	0.0005145389661
359	0.0005144685473
360	0.0005139429491
361	0.0005133491718
362	0.0005130273872
363	0.0005122951174
364	0.0005115971908
365	0.0005110065799
366	0.0005105986515
367	0.0005101169262
368	0.0005098630597
369	0.000509648692
370	0.000509306472
371	0.0005082396581
372	0.0005075799384
373	0.0005069585895
374	0.000506353923
375	0.0005060239687
376	0.0005054701842
377	0.0005051899229
378	0.0005045535232
379	0.0005038472178
380	0.0005033315212
381	0.0005031220826
382	0.0005026467828
383	0.0005022934672
384	0.0005016757597
385	0.0005013974918
386	0.0005005009932
387	0.0005001350207
388	0.0004994142453
389	0.0004990611017
390	0.0004986415371
391	0.0004975353326
392	0.0004971952412
393	0.0004967991701
394	0.0004964160681
395	0.00049597866
396	0.0004953886802
397	0.000495019678
398	0.0004946715205
399	0.0004944073676
400	0.0004933515361
401	0.0004926965661
402	0.0004923995884
403	0.0004917776974
404	0.0004912593132
405	0.0004908990497
406	0.000490667217
407	0.000490107847
408	0.0004896739356
409	0.000488953845
410	0.0004886699465
411	0.0004880387055
412	0.0004878438686
413	0.0004874127021
414	0.0004870713304
415	0.0004864128174
416	0.0004856518649
417	0.0004845624929
418	0.0004840801414
419	0.000483542358
420	0.0004829535896
421	0.0004816316013
422	0.0004812288425
423	0.0004810295799
424	0.0004806695657
425	0.0004801343061
426	0.0004799457566
427	0.000479465785
428	0.0004793309834
429	0.000478827402
430	0.0004785096144
431	0.0004780399304
432	0.0004775300874
433	0.0004771883168
434	0.0004765872262
435	0.0004763427807
436	0.0004760620445
437	0.000475384382
438	0.0004752650702
439	0.0004742132703
440	0.0004737740561
441	0.0004734980729
442	0.0004726939582
443	0.0004724457349
444	0.0004719652814
445	0.00047141661
446	0.0004709034179
447	0.0004702671937
448	0.0004699702655
449	0.0004697899438
450	0.0004689570718
451	0.0004687132085
452	0.0004683765695
453	0.0004679427221
454	0.0004674265152
455	0.0004668844875
456	0.0004662220573
457	0.0004657994086
458	0.0004655223399
459	0.0004652724025
460	0.0004649497
461	0.0004639427245
462	0.0004636431231
463	0.0004630580828
464	0.0004625226873
465	0.0004621603667
466	0.0004615011427
467	0.0004608518623
468	0.0004595221352
469	0.0004594652883
470	0.0004593007703
471	0.0004580900407
472	0.0004576088704
473	0.0004565589316
474	0.0004562981575
475	0.0004557820769
476	0.0004556143715
477	0.0004549747492
478	0.0004546257281
479	0.0004541073162
480	0.0004539076942
481	0.0004531325473
482	0.0004527429681
483	0.0004525627989
484	0.0004520586882
485	0.0004517765759
486	0.0004516358116
487	0.0004511783675
488	0.0004505923739
489	0.0004501138744
490	0.0004492537625
491	0.0004491850248
492	0.0004488107312
493	0.0004482447382
494	0.0004475197051
495	0.0004470303982
496	0.0004468099787
497	0.0004461171947
498	0.0004456742323
499	0.0004450072677
